sex,year,Country,country_n,vr_deaths,est_deaths,population,reg_cdr,u5mr,lnu5mr,u5mr_se_l,u5mr_se_u,u5compl,pct65,Obs_compl,logitcompl,Pred_compl_m_1,Pred_compl_m_2
1,2004,Philippines,99,237076,288900,42146844,5.625,0.039602,-3.228867,0.0377549,0.0414499,0.448846,0.0288,0.820617,1.520535,0.8079897,0.8533207
1,2005,Philippines,99,249771,293933,42970911,5.81256,0.03863,-3.253731,0.0366989,0.0405607,0.443326,0.0292,0.849754,1.732674,0.8181935,0.8651037
1,2006,Philippines,99,256796,303170,43816758,5.86068,0.037871,-3.273565,0.0359221,0.0398202,0.438613,0.0302,0.847036,1.71154,0.8182282,0.8662369
1,2007,Philippines,99,257883,308772,44680055,5.77177,0.036818,-3.301771,0.0348488,0.038787,0.434706,0.0312,0.835189,1.622855,0.8117682,0.8607547
1,2008,Philippines,99,267465,318493,45564270,5.87006,0.035942,-3.325853,0.0338998,0.0379839,0.431609,0.0323,0.839784,1.65662,0.8157342,0.8653183
1,2009,Philippines,99,278288,326948,46437600,5.99273,0.035089,-3.34986,0.0329558,0.0372227,0.429331,0.0334,0.851169,1.743799,0.8211803,0.8710169
1,2010,Philippines,99,280938,334606,47264450,5.94396,0.033977,-3.382057,0.0317919,0.0361631,0.427884,0.0347,0.83961,1.655331,0.8181064,0.8682016
1,2011,Philippines,99,287612,339846,47997410,5.99224,0.032975,-3.411997,0.0307107,0.0352399,0.427282,0.0353,0.846303,1.705892,0.821732,0.8717089
1,2012,Philippines,99,295454,345362,48727848,6.06335,0.032022,-3.44134,0.0296334,0.0344101,0.427544,0.036,0.855491,1.778336,0.8265419,0.8760763
1,1977,Papua New Guinea,100,1522,18057.7,1524936,0.998075,0.115109,-2.161879,0.1039071,0.1263101,0.118988,0.0181,0.084286,-2.385494,0.1078983,0.1223505
1,1980,Papua New Guinea,100,1991.24,19095.8,1658993,1.20027,0.110471,-2.203003,0.0995565,0.1213854,0.118988,0.018,0.104276,-2.15059,0.1183007,0.1366548
1,1972,Poland,101,140635,143668,16052410,8.76099,0.036899,-3.299573,0.0365444,0.0372534,0.999944,0.0704,0.978886,3.836491,0.9906184,0.9892702
1,1973,Poland,101,147859,148743,16208877,9.1221,0.033919,-3.38377,0.0335979,0.0342408,0.999942,0.0728,0.99406,5.120045,0.9918983,0.9910734
1,1974,Poland,101,146440,147912,16372017,8.94453,0.031,-3.473756,0.0306944,0.0313063,0.999939,0.0749,0.99005,4.600191,0.9919402,0.991138
1,1977,Poland,101,169527,170064,16859802,10.0551,0.031864,-3.446265,0.0315743,0.0321545,0.999932,0.0797,0.996841,5.754491,0.9930176,0.9924749
1,1979,Poland,101,174595,175982,17177446,10.1642,0.027896,-3.579273,0.0275947,0.0281972,0.999928,0.081,0.992118,4.835238,0.9938146,0.9935455
1,1981,Poland,101,177101,177887,17498716,10.1208,0.026382,-3.635071,0.0261297,0.0266344,0.999924,0.0784,0.995581,5.417501,0.9941003,0.9939223
1,1982,Poland,101,178649,179487,17668078,10.1114,0.025738,-3.659795,0.025479,0.0259966,0.999923,0.0765,0.995332,5.362282,0.9942825,0.994162
1,1983,Poland,101,185716,185864,17833986,10.4136,0.024739,-3.699379,0.02448,0.0249978,0.999922,0.0744,0.999204,7.134715,0.9949482,0.9950089
1,1984,Poland,101,192778,193712,17996117,10.7122,0.024352,-3.715161,0.024079,0.0246241,0.999921,0.0731,0.995177,5.329444,0.9953558,0.9955043
1,1988,Poland,101,198041,198672,18434766,10.7428,0.020862,-3.869805,0.0206267,0.0210982,0.999919,0.0747,0.996827,5.749939,0.9957274,0.995938
1,1989,Poland,101,204003,205404,18499479,11.0275,0.02069,-3.878122,0.0204649,0.0209143,0.999918,0.0763,0.99318,4.981111,0.9958607,0.9960774
1,1990,Poland,101,209316,209742,18542575,11.2884,0.020812,-3.872241,0.020574,0.0210494,0.999918,0.0776,0.997971,6.19818,0.9959095,0.9961137
1,1992,Poland,101,211107,211957,18574206,11.3656,0.019009,-3.962854,0.0187383,0.0192792,0.999917,0.0801,0.995991,5.515075,0.9960987,0.9963278
1,1995,Poland,101,205653,206340,18555381,11.0832,0.017505,-4.045294,0.0172475,0.0177616,0.999917,0.0861,0.996671,5.701683,0.9956909,0.9958031
1,2010,Poland,101,199833,200394,18623418,10.7302,0.006363,-5.057232,0.0062203,0.006506,0.999931,0.105,0.997201,5.875763,0.9974764,0.9978647
1,2011,Poland,101,198174,200522,18626076,10.6396,0.005986,-5.118395,0.0058645,0.0061067,0.999933,0.1069,0.988292,4.435663,0.9974903,0.9978781
1,2012,Poland,101,202087,202457,18621754,10.8522,0.005898,-5.133111,0.0057689,0.0060275,0.999935,0.1106,0.998172,6.302532,0.9974828,0.9978561
1,2014,Poland,101,195785,196312,18607027,10.5221,0.005282,-5.243421,0.005112,0.0054523,0.99994,0.1198,0.997317,5.918184,0.997201,0.9975318
1,1991,Puerto Rico,102,15577,15867.7,1723146,9.03986,0.017438,-4.049077,0.0170981,0.0177788,0.997028,0.0928,0.981677,3.981122,0.9836316,0.9835438
1,1992,Puerto Rico,102,16173,16427.1,1734828,9.32254,0.017282,-4.058069,0.0169485,0.0176162,0.996907,0.0938,0.984534,4.153514,0.9845102,0.9845968
1,1994,Puerto Rico,102,16699,17724.7,1755819,9.51066,0.017223,-4.061488,0.0169086,0.0175382,0.996632,0.096,0.942129,2.789929,0.9843228,0.9842491
1,1996,Puerto Rico,102,17320,17450.2,1776028,9.7521,0.016264,-4.118821,0.0160176,0.0165098,0.996313,0.0985,0.99254,4.890672,0.9851686,0.9852475
1,2000,Puerto Rico,102,16064,16332.9,1817353,8.83923,0.013898,-4.275981,0.0136679,0.0141289,0.995552,0.1038,0.983535,4.089931,0.9816608,0.9806609
1,2002,Puerto Rico,102,15809,16095.8,1814778,8.71126,0.012864,-4.353306,0.0126167,0.0131117,0.995113,0.1061,0.982182,4.009579,0.9813313,0.9801838
1,2003,Puerto Rico,102,15737,16066.9,1808491,8.70173,0.012357,-4.393519,0.0121038,0.0126106,0.994879,0.1073,0.979465,3.864897,0.9814734,0.9803546
1,2013,Puerto Rico,102,15764,15905.3,1766623,8.92324,0.008432,-4.775747,0.0081621,0.0087015,0.992041,0.1226,0.991117,4.714686,0.9832416,0.9824522
1,1970,Portugal,103,47358,48410.8,4172548,11.3499,0.069653,-2.664236,0.0690581,0.070247,0.99809,0.0794,0.978254,3.806318,0.9762827,0.9708418
1,1972,Portugal,103,46020,48022.6,4235892,10.8643,0.05996,-2.814085,0.0594693,0.0604498,0.998137,0.0827,0.958298,3.134619,0.975992,0.9704556
1,1979,Portugal,103,47891,49066.9,4647130,10.3055,0.035161,-3.347821,0.0347733,0.0355485,0.998226,0.0943,0.976035,3.706917,0.9801087,0.976725
1,1982,Portugal,103,48443.7,49602.2,4770663,10.1545,0.027424,-3.596342,0.0271837,0.027664,0.998226,0.0989,0.976643,3.733228,0.982462,0.9801781
1,1985,Portugal,103,50716.1,50736.2,4815018,10.5329,0.022991,-3.772663,0.0227878,0.0231937,0.998083,0.1024,0.999603,7.83111,0.985387,0.9842085
1,1986,Portugal,103,49856.1,50727.1,4822606,10.338,0.021534,-3.838141,0.0213301,0.0217371,0.998045,0.105,0.98283,4.047282,0.9850447,0.9837306
1,1987,Portugal,103,49820,51041.5,4829438,10.3159,0.019954,-3.91434,0.019765,0.0201424,0.998009,0.1077,0.976069,3.708352,0.9854228,0.9842332
1,1988,Portugal,103,51521,51729.3,4833114,10.66,0.018618,-3.983641,0.0184314,0.0188041,0.997977,0.1105,0.995973,5.510741,0.9868284,0.986087
1,1989,Portugal,103,50162.8,52131,4834503,10.376,0.017222,-4.061558,0.0170516,0.0173928,0.997946,0.1135,0.962246,3.238166,0.9863644,0.9854663
1,1992,Portugal,103,53234.1,53691.3,4818830,11.0471,0.013584,-4.298835,0.0134281,0.0137407,0.997863,0.1224,0.991484,4.757297,0.9892783,0.9892024
1,1994,Portugal,103,52376,54505.3,4825902,10.8531,0.011703,-4.44793,0.0115617,0.0118439,0.997811,0.1273,0.960934,3.202653,0.9895419,0.9895288
1,1995,Portugal,103,54424,55584.8,4840141,11.2443,0.010847,-4.523848,0.0107099,0.0109845,0.997784,0.1299,0.979116,3.847656,0.9906808,0.990923
1,1996,Portugal,103,56437,56498.4,4857512,11.6185,0.010183,-4.586991,0.0100553,0.0103116,0.997758,0.1322,0.998913,6.822963,0.9915189,0.9919137
1,1997,Portugal,103,55116,56054.5,4879292,11.2959,0.009524,-4.65391,0.0093926,0.009656,0.997731,0.1344,0.983257,4.07289,0.9912171,0.991555
1,1998,Portugal,103,55896,56161,4905912,11.3936,0.008893,-4.722544,0.0087662,0.0090189,0.997704,0.1365,0.995282,5.351627,0.9916473,0.9920635
1,2000,Portugal,103,55343,55818.3,4972819,11.1291,0.00777,-4.857497,0.007642,0.0078978,0.997647,0.1398,0.991484,4.757283,0.9917971,0.9922473
1,2001,Portugal,103,55099.9,55837.6,5010995,10.9958,0.007156,-4.939775,0.0070331,0.0072794,0.997617,0.142,0.986789,4.313369,0.9919351,0.9924155
1,2002,Portugal,103,55682,55892.1,5033720,11.0618,0.006766,-4.995837,0.0066417,0.0068904,0.997586,0.1438,0.99624,5.57967,0.99221,0.9927295
1,2004,Portugal,103,53470,54882.6,5053016,10.5818,0.00583,-5.14482,0.0057107,0.0059484,0.997521,0.1478,0.974261,3.633681,0.9920005,0.9924927
1,2006,Portugal,103,53472.9,54414,5064393,10.5586,0.005079,-5.282719,0.0049744,0.0051828,0.99745,0.1513,0.982706,4.039923,0.9925196,0.9930979
1,2007,Portugal,103,53642,54380.7,5069941,10.5804,0.004827,-5.333514,0.0047322,0.004922,0.997413,0.1528,0.986416,4.285198,0.9926937,0.9932916
1,2008,Portugal,103,53919,54400.6,5071531,10.6317,0.004622,-5.377012,0.0045357,0.0047075,0.997374,0.1547,0.991148,4.71822,0.9928114,0.9934128
1,2009,Portugal,103,53690,54291.4,5069111,10.5916,0.004511,-5.401332,0.0044243,0.0045969,0.997333,0.1571,0.988922,4.491671,0.9925807,0.9931209
1,2010,Portugal,103,54408.6,54424.8,5064374,10.7434,0.004137,-5.487871,0.0040585,0.0042148,0.997292,0.16,0.999702,8.118041,0.993113,0.9937308
1,2011,Portugal,103,52785,54178.8,5048298,10.456,0.00415,-5.484623,0.0040699,0.0042303,0.997249,0.1633,0.974275,3.634223,0.9921677,0.9925896
1,2013,Portugal,103,54403.5,54816,5002529,10.8752,0.003913,-5.543385,0.0038058,0.0040207,0.99716,0.1696,0.992476,4.882063,0.9924769,0.9928868
1,2014,Portugal,103,53497,54700.5,4988298,10.7245,0.003785,-5.576754,0.0036612,0.0039084,0.997114,0.1726,0.977998,3.794386,0.9920685,0.9923729
1,1972,Paraguay,104,6137,7515.33,1279240,4.79738,0.073373,-2.612196,0.0688292,0.0779172,0.614538,0.0318,0.816597,1.493461,0.8177901,0.8277624
1,1975,Paraguay,104,6293,7859.31,1390279,4.52643,0.067893,-2.68982,0.0642973,0.071489,0.622866,0.0327,0.800707,1.390716,0.8053848,0.8085707
1,1980,Paraguay,104,6812,8013.94,1578496,4.3155,0.058528,-2.838253,0.055601,0.0614546,0.631623,0.0346,0.850019,1.734751,0.8008804,0.7981372
1,1981,Paraguay,104,6644,8075.21,1618743,4.10442,0.05629,-2.877232,0.0535256,0.0590551,0.632533,0.0349,0.822765,1.535197,0.789211,0.7824978
1,1982,Paraguay,104,6417,8196.66,1664065,3.85622,0.054335,-2.912591,0.0514879,0.0571817,0.633129,0.0352,0.78288,1.282528,0.7730238,0.7608052
1,1983,Paraguay,104,6983,8427.08,1714230,4.07355,0.052718,-2.942803,0.0501026,0.055333,0.633072,0.0355,0.828638,1.576003,0.7918535,0.7852758
1,1984,Paraguay,104,7368,8596.41,1767805,4.16788,0.050742,-2.980993,0.0481695,0.0533154,0.632965,0.0358,0.857102,1.79143,0.8020136,0.7983184
1,1985,Paraguay,104,6945,8763.39,1823328,3.80897,0.048759,-3.020868,0.0461916,0.0513262,0.63278,0.0361,0.792501,1.340069,0.7784388,0.7674894
1,1986,Paraguay,104,6667,8855.06,1879309,3.54758,0.04673,-3.063377,0.044257,0.0492022,0.632496,0.0363,0.752903,1.114153,0.7615193,0.7450774
1,1987,Paraguay,104,6696,8912.93,1937747,3.45556,0.044504,-3.112185,0.0421401,0.0468671,0.632093,0.0364,0.751268,1.105389,0.7597048,0.742773
1,1988,Paraguay,104,7101,9028.33,1997851,3.55432,0.042,-3.170097,0.0397968,0.0442023,0.631558,0.0366,0.786524,1.304102,0.7756245,0.7641219
1,1989,Paraguay,104,7050,9273.19,2058893,3.42417,0.039626,-3.228262,0.0374957,0.0417568,0.630878,0.0369,0.760256,1.154083,0.7721249,0.7597921
1,1990,Paraguay,104,7628,9377.96,2120273,3.59765,0.037259,-3.289858,0.0353847,0.0391336,0.630045,0.0372,0.813397,1.472235,0.7935811,0.7882583
1,1991,Paraguay,104,6869,9587.3,2181078,3.14936,0.035549,-3.336848,0.0336682,0.0374295,0.629052,0.0376,0.716469,0.9270129,0.7614157,0.7463334
1,1992,Paraguay,104,5196,9910.54,2241191,2.31841,0.034352,-3.371094,0.03256,0.0361441,0.627893,0.0379,0.52429,0.0972376,0.6807413,0.6379793
1,1994,Paraguay,104,8545,10590.1,2359363,3.62174,0.032784,-3.417806,0.030936,0.0346326,0.625069,0.0389,0.806889,1.429919,0.8015304,0.7996587
1,1995,Paraguay,104,8803,10957.2,2417311,3.64165,0.032317,-3.432176,0.0303985,0.0342346,0.623401,0.0392,0.803396,1.407653,0.8013172,0.7997172
1,1996,Paraguay,104,9539,11359.7,2473929,3.85581,0.032107,-3.438668,0.0301525,0.0340624,0.621562,0.0394,0.839726,1.656189,0.814059,0.8162718
1,1997,Paraguay,104,9098,11687,2529260,3.5971,0.031941,-3.443855,0.0298447,0.0340379,0.619552,0.0395,0.778474,1.256793,0.7921057,0.7887073
1,1998,Paraguay,104,9698,12069.8,2583687,3.75355,0.031907,-3.444921,0.0295797,0.0342349,0.617371,0.0397,0.803491,1.40826,0.7999734,0.799273
1,1999,Paraguay,104,10216,12429.2,2637578,3.87325,0.031941,-3.443862,0.0295941,0.0342881,0.615023,0.0401,0.821936,1.52952,0.8041459,0.8050759
1,2000,Paraguay,104,10363,12827.4,2691353,3.85048,0.032081,-3.439504,0.0297992,0.034362,0.612508,0.0406,0.807882,1.436309,0.7967888,0.7962331
1,2001,Paraguay,104,10200,13205.2,2742024,3.71988,0.032078,-3.4396,0.0297322,0.0344228,0.609829,0.0411,0.772426,1.22206,0.7814801,0.7772265
1,2002,Paraguay,104,10490,13582.1,2794658,3.75359,0.031717,-3.450908,0.0294316,0.0340021,0.606988,0.0419,0.772338,1.221558,0.7805563,0.776834
1,2003,Paraguay,104,11037.3,14024.2,2848137,3.87527,0.03112,-3.469919,0.0287716,0.0334676,0.603987,0.0428,0.787014,1.307018,0.7875206,0.786654
1,2004,Paraguay,104,12113.8,14809.6,2899731,4.17756,0.030761,-3.481496,0.028346,0.0331767,0.600831,0.0437,0.817971,1.502662,0.8058771,0.8106725
1,2005,Paraguay,104,12307.6,14934.5,2947759,4.17524,0.0296,-3.519993,0.0271908,0.0320085,0.597521,0.0446,0.824103,1.544396,0.806602,0.8126233
1,2006,Paraguay,104,12595.4,15378.3,2994363,4.20637,0.028739,-3.549489,0.0262086,0.03127,0.594061,0.0455,0.819036,1.50983,0.8082079,0.815654
1,2007,Paraguay,104,12848.7,15822.8,3034662,4.23398,0.027872,-3.580133,0.0251611,0.0305829,0.590456,0.0464,0.812043,1.463337,0.809619,0.8184778
1,2008,Paraguay,104,13036.6,16301.1,3070759,4.2454,0.027031,-3.610765,0.0241752,0.0298871,0.586707,0.0474,0.799739,1.384661,0.8097261,0.8197325
1,2009,Paraguay,104,14217.2,16895.9,3106682,4.57633,0.026405,-3.634202,0.023211,0.029599,0.582818,0.0485,0.841455,1.669093,0.8291308,0.844076
1,2010,Paraguay,104,14752.6,17423.7,3144933,4.69091,0.0256,-3.665152,0.0222379,0.0289627,0.578794,0.0498,0.846699,1.708941,0.8347968,0.8517475
1,2011,Paraguay,104,14408.3,17896.8,3180907,4.52962,0.024743,-3.699198,0.0213805,0.0281062,0.574638,0.0511,0.805079,1.418344,0.8242139,0.8404775
1,2012,Paraguay,104,14375.4,18513,3221710,4.46204,0.02407,-3.726774,0.0206393,0.0275014,0.570353,0.0524,0.776503,1.245401,0.8178371,0.8341157
1,2013,Paraguay,104,15440.7,19100.9,3265578,4.72832,0.0233,-3.75929,0.0199002,0.0267004,0.565942,0.0538,0.808376,1.439493,0.8332031,0.8531759
1,2014,Paraguay,104,15201,19673.9,3309407,4.59327,0.022581,-3.790665,0.0190717,0.0260895,0.56141,0.0553,0.772644,1.223299,0.8231198,0.8427414
1,2000,Palestine,105,4712,6605.64,1611397,2.92417,0.027881,-3.579827,0.0253545,0.0304065,0.477131,0.0206,0.71333,0.9116102,0.7178857,0.7127494
1,2002,Palestine,105,5432,7273.53,1704253,3.18732,0.027927,-3.578158,0.0253693,0.0304849,0.477131,0.0215,0.746818,1.08171,0.7334198,0.731536
1,2003,Palestine,105,5474,7554.02,1740557,3.14497,0.027929,-3.578087,0.0253798,0.0304783,0.477131,0.022,0.724647,0.9676297,0.7243623,0.7193204
1,2004,Palestine,105,5845,7725.37,1776752,3.28971,0.02762,-3.589208,0.0249539,0.0302865,0.477131,0.0225,0.756598,1.134119,0.7356584,0.7333512
1,2006,Palestine,105,5749,8025.73,1866746,3.07969,0.026347,-3.636394,0.0239516,0.0287428,0.477131,0.0232,0.716321,0.9262844,0.7165539,0.7080002
1,2007,Palestine,105,5697,8225.23,1923382,2.96197,0.025573,-3.666212,0.0232674,0.0278789,0.477131,0.0234,0.692625,0.812421,0.7071911,0.6955395
1,2008,Palestine,105,6282.5,8531.91,1988731,3.15905,0.024805,-3.696713,0.0226027,0.0270072,0.477131,0.0237,0.736354,1.027102,0.729237,0.7238571
1,2009,Palestine,105,6640.44,9107.14,2061800,3.2207,0.024366,-3.714585,0.0222047,0.0265264,0.463601,0.0239,0.729147,0.9902983,0.7294221,0.7305633
1,2011,Palestine,105,6406.9,9424.66,2220570,2.88525,0.022937,-3.774995,0.0204482,0.0254262,0.411203,0.0245,0.679802,0.7528607,0.6782683,0.6931928
1,2012,Palestine,105,6481.05,9802.68,2303513,2.81355,0.022311,-3.802688,0.0195211,0.0251004,0.374867,0.0248,0.661151,0.6684282,0.655986,0.6853247
1,2013,Palestine,105,6251.27,10119.9,2386773,2.61913,0.021371,-3.845697,0.0184588,0.0242842,0.337747,0.0252,0.617721,0.4798865,0.6220295,0.6647203
1,2014,Palestine,105,7039.06,12166.1,2467923,2.85222,0.021543,-3.837682,0.0181861,0.0249008,0.299676,0.0255,0.57858,0.3169457,0.6238797,0.6875163
1,1999,Qatar,106,796,1084.87,371791,2.14099,0.018516,-3.989134,0.0148903,0.0221412,0.770218,0.0158,0.733726,1.013609,0.7484895,0.7474149
1,2000,Qatar,106,779,1128.3,383808,2.02966,0.017786,-4.02932,0.0144008,0.021172,0.773129,0.0164,0.690419,0.8020804,0.7420083,0.7374137
1,2001,Qatar,106,829,1135.99,393733,2.10549,0.017107,-4.068266,0.013721,0.0204931,0.775584,0.0156,0.729762,0.993414,0.7571491,0.7556777
1,2002,Qatar,106,855,1168.02,404089,2.11587,0.016498,-4.10449,0.0130559,0.0199409,0.777566,0.0147,0.732011,1.004848,0.7649794,0.764735
1,2003,Qatar,106,896,1204.53,425358,2.10646,0.015989,-4.13588,0.0128853,0.0190919,0.779061,0.0137,0.74386,1.066126,0.7697685,0.770098
1,2004,Qatar,106,930,1276.31,471894,1.97078,0.01532,-4.178585,0.0122206,0.0184198,0.780058,0.0127,0.728664,0.9878523,0.7649471,0.7635055
1,2005,Qatar,106,1107,1435.54,552872,2.00227,0.014757,-4.216008,0.0118162,0.0176987,0.780549,0.0118,0.771136,1.214737,0.7744177,0.775361
1,2006,Qatar,106,1277,1564.39,682067,1.87225,0.014151,-4.258,0.0114092,0.0168919,0.780528,0.011,0.81629,1.491411,0.7691274,0.768612
1,2007,Qatar,106,1321,1743.53,844062,1.56505,0.013611,-4.296849,0.0110599,0.0161629,0.779993,0.0104,0.757658,1.13988,0.7444934,0.7370014
1,2008,Qatar,106,1459,1938.93,1021673,1.42805,0.013248,-4.323907,0.0107995,0.0156965,0.778942,0.01,0.752477,1.111869,0.7331327,0.7225154
1,2009,Qatar,106,1515,2120.24,1189616,1.27352,0.01289,-4.351337,0.0105139,0.0152652,0.777376,0.0095,0.714543,0.9175523,0.7193083,0.7049994
1,2010,Qatar,106,1470,2180.32,1329402,1.10576,0.01247,-4.384409,0.0101735,0.014767,0.775297,0.0089,0.674212,0.7272971,0.7045873,0.6865736
1,2011,Qatar,106,1402,2215.58,1432312,0.978837,0.0121,-4.414584,0.0098883,0.0143108,0.772709,0.0093,0.632792,0.5442115,0.6907459,0.6693845
1,2012,Qatar,106,1468,2278.06,1503468,0.976409,0.011823,-4.437677,0.0095843,0.0140624,0.76962,0.0097,0.644409,0.5945508,0.6894634,0.6690276
1,2013,Qatar,106,1604,2337.77,1550163,1.03473,0.011395,-4.474618,0.0089543,0.0138348,0.766035,0.0102,0.686123,0.7820541,0.6984162,0.682547
1,2014,Qatar,106,1722,2426.36,1584949,1.08647,0.011142,-4.497038,0.0087241,0.0135597,0.761963,0.0106,0.709704,0.8939489,0.7030274,0.6904367
1,1972,Romania,107,96686.9,98205.9,10277050,9.40804,0.050394,-2.987874,0.0499763,0.0508126,0.999934,0.078,0.984532,4.153377,0.9845219,0.9837138
1,1974,Romania,107,97776.9,99853,10516834,9.29718,0.046059,-3.077828,0.0456699,0.0464485,0.999933,0.0824,0.979209,3.852202,0.98416,0.9831592
1,1975,Romania,107,101224,101467,10657413,9.49799,0.044417,-3.114127,0.0440325,0.044802,0.999932,0.0842,0.997604,6.031735,0.9849661,0.9841872
1,1977,Romania,107,107134,107927,10954912,9.77954,0.041269,-3.187648,0.0408859,0.0416517,0.999931,0.087,0.992652,4.905993,0.9861339,0.9856521
1,1978,Romania,107,109975,111519,11037511,9.96375,0.039026,-3.24354,0.0386623,0.0393887,0.999931,0.0884,0.986157,4.266018,0.987089,0.9868682
1,1979,Romania,107,113159,116106,11096631,10.1976,0.041444,-3.183412,0.0410502,0.0418379,0.999931,0.0892,0.974619,3.648037,0.9865716,0.9860933
1,1981,Romania,107,118519,119812,11190962,10.5906,0.038127,-3.266828,0.037796,0.0384583,0.999931,0.0875,0.98921,4.518299,0.9886456,0.9887413
1,1982,Romania,107,117266,118380,11223667,10.4481,0.037325,-3.288082,0.0369665,0.0376843,0.999931,0.0851,0.990589,4.656372,0.9886777,0.9887975
1,1984,Romania,107,123020,123684,11322908,10.8647,0.033165,-3.406272,0.0328325,0.0334966,0.999932,0.0808,0.994625,5.220524,0.9911105,0.9917778
1,1986,Romania,107,128301,129420,11449006,11.2063,0.032935,-3.413218,0.0325832,0.0332868,0.999935,0.0801,0.991355,4.742071,0.9915528,0.992245
1,1989,Romania,107,128669,128773,11582515,11.1089,0.038609,-3.254261,0.0382555,0.0389632,0.999939,0.0848,0.999192,7.120214,0.988442,0.9882287
1,1990,Romania,107,131710,133833,11579919,11.374,0.037346,-3.287519,0.0369764,0.0377164,0.99994,0.0875,0.984137,4.127791,0.9888744,0.9887282
1,1994,Romania,107,145037,146303,11319961,12.8125,0.031842,-3.446958,0.0314761,0.0322086,0.999942,0.0984,0.991349,4.741417,0.9909869,0.9911708
1,1995,Romania,107,148421,150642,11264753,13.1757,0.028535,-3.556623,0.0281781,0.028892,0.999942,0.1016,0.985256,4.202087,0.9919629,0.9923428
1,1997,Romania,107,152168,153702,11152332,13.6445,0.02955,-3.521683,0.0291764,0.0299229,0.999942,0.108,0.990017,4.596826,0.9911164,0.9911563
1,1998,Romania,107,145370,147661,11047276,13.1589,0.027845,-3.58111,0.0274911,0.0281985,0.999941,0.1116,0.984488,4.150493,0.9905677,0.9904711
1,2000,Romania,107,136293,138110,10846172,12.566,0.02579,-3.657751,0.025445,0.0261359,0.99994,0.1177,0.986841,4.317419,0.9893995,0.9889275
1,2001,Romania,107,139497,140897,10721878,13.0105,0.024837,-3.695433,0.0244741,0.0251993,0.99994,0.12,0.990064,4.601626,0.9900169,0.9896731
1,2007,Romania,107,133366,134666,10203354,13.0708,0.016631,-4.09648,0.0163123,0.0169499,0.999936,0.1289,0.990348,4.630846,0.9920683,0.9922556
1,2008,Romania,107,135382,138756,10069394,13.4449,0.015637,-4.158123,0.015356,0.0159178,0.999935,0.1291,0.975684,3.691996,0.992803,0.9931342
1,2009,Romania,107,137101,138769,9940257,13.7925,0.014952,-4.202941,0.0146954,0.0152077,0.999934,0.1298,0.987984,4.409422,0.9932468,0.9936406
1,1971,Russia,108,565671,566051,59490461,9.5086,0.029858,-3.511319,0.0297315,0.0299835,1,0.0471,0.999329,7.305494,0.9959121,0.9961132
1,1974,Russia,108,603817,608250,60718444,9.94454,0.032239,-3.434573,0.0321136,0.0323648,1,0.0514,0.992713,4.914305,0.9955426,0.9955848
1,1977,Russia,108,693772,693895,62236775,11.1473,0.034137,-3.377362,0.0339997,0.0342751,1,0.0565,0.999823,8.638701,0.9959154,0.9959595
1,1978,Russia,108,708734,714164,62792062,11.287,0.033362,-3.400342,0.033242,0.0334817,1,0.0581,0.992396,4.871503,0.9959764,0.9960209
1,1979,Russia,108,742554,746153,63275246,11.7353,0.03374,-3.389067,0.0336106,0.0338697,1,0.0593,0.995177,5.329531,0.996131,0.996186
1,1980,Russia,108,759732,761577,63686218,11.9293,0.032008,-3.44177,0.0318449,0.0321711,1,0.0598,0.997577,6.0205,0.996393,0.9965045
1,1981,Russia,108,759238,761513,64112918,11.8422,0.03137,-3.461914,0.0312029,0.0315365,1,0.0591,0.997013,5.810545,0.996381,0.9964887
1,1982,Russia,108,747280,753391,64604478,11.567,0.029333,-3.529051,0.0291648,0.0295007,1,0.0578,0.991889,4.806427,0.9964581,0.9965964
1,1983,Russia,108,771811,777486,65151523,11.8464,0.030864,-3.478165,0.0306927,0.0310352,1,0.057,0.992701,4.912741,0.9964134,0.9965199
1,1984,Russia,108,809620,812092,65705243,12.322,0.030235,-3.498742,0.030038,0.0304328,1,0.0562,0.996956,5.791551,0.9967423,0.996906
1,1989,Russia,108,762273,766227,68786028,11.0818,0.02519,-3.681324,0.0250911,0.0252881,0.999979,0.0547,0.99484,5.261569,0.9963941,0.9965025
1,1992,Russia,108,911001,915654,69382640,13.1301,0.025446,-3.671185,0.0253455,0.0255471,0.999954,0.0644,0.994918,5.277024,0.9969336,0.9970592
1,2000,Russia,108,1.20E+06,1.20E+06,69114471,17.3625,0.02234,-3.801362,0.0220951,0.0225856,0.999856,0.0832,0.993477,5.025828,0.9970043,0.9969143
1,2004,Russia,108,1.20E+06,1.20E+06,65742978,18.2529,0.01642,-4.109275,0.0163245,0.0165149,0.999791,0.0937,0.999764,8.352561,0.997322,0.9972782
1,2007,Russia,108,1.10E+06,1.10E+06,66302205,16.5907,0.013626,-4.295784,0.0135531,0.0136987,0.999735,0.0966,0.995636,5.429893,0.9976621,0.9977576
1,2008,Russia,108,1.10E+06,1.10E+06,66583135,16.5207,0.012479,-4.38369,0.0124119,0.0125466,0.999715,0.0935,0.995945,5.503854,0.997924,0.9980822
1,2014,Russia,108,958319,961557,66707899,14.3659,0.010361,-4.569747,0.0102836,0.0104375,0.999581,0.0919,0.996633,5.690341,0.9979103,0.9981039
1,1999,Saudi Arabia,109,17595,42737.5,11716721,1.5017,0.028196,-3.56859,0.0227418,0.0336494,0.221084,0.0257,0.411699,-0.3569455,0.3065538,0.3721842
